directory,filename,nrVertices,nrFaces,avgX,avgY,AvgZ,minX,maxX,minY,maxY,minZ,maxZ
10,m1078,724,696,-0.695895,0.283787,-0.587799,-1,-0.481107,-1,1,-1,-0.214613
10,m1079,155,260,-0.720000,0.104452,-0.733704,-1,-0.440000,-1,1,-1,-0.467408
10,m1080,17782,7779,-0.176572,-0.154760,-0.236902,-1,0.561194,-1,1,-1,0.653697
10,m1081,12847,10145,-0.278224,-0.210329,-0.208156,-1,0.506179,-1,1,-1,0.499453
10,m1082,82,140,-0.544304,-0.292992,-0.566607,-1,-0.088609,-1,1,-1,-0.133215
10,m1083,42568,36512,-0.624883,0.067853,-0.596764,-1,-0.217663,-1,1,-1,-0.254307
10,m1084,28394,29426,-0.592500,-0.040391,-0.583109,-1,-0.198718,-1,1,-1,-0.189366
10,m1085,42568,36512,-0.598582,0.025964,-0.555275,-1,-0.165343,-1,1,-1,-0.133038
10,m1086,6247,6856,-0.710285,0.001441,-0.693951,-1,-0.374587,-1,1,-1,-0.350945
10,m1087,18168,14426,-0.316533,-0.188715,-0.242897,-1,0.447305,-1,1,-1,0.486164
10,m1088,29152,41005,-0.504834,-0.021745,-0.206932,-1,0.135223,-1,1,-1,0.403131
10,m1089,170,264,-0.391558,0.594423,-0.458033,-1,0.164954,-1,1,-1,0.124798
10,m1090,5482,10928,-0.260515,0.198411,-0.357013,-1,1,-1,0.401200,-1,0.546067
10,m1091,2457,3814,-0.369492,0.634536,-0.280874,-1,0.134141,-1,1,-1,0.291131
10,m1092,337,638,0.017910,0.125828,0.063662,-1,1,-1,0.520859,-1,0.912712
10,m1093,1197,1954,-0.121298,0.788940,-0.184696,-1,0.790667,-1,1,-1,0.617332
10,m1094,1287,1440,-0.435197,0.573611,-0.445508,-1,0.042084,-1,1,-1,0.092853
10,m1095,1303,1445,-0.011977,0.359009,0.047497,-1,0.980398,-1,1,-1,0.950691
10,m1096,835,1376,-0.389550,0.500644,-0.367074,-1,0.138579,-1,1,-1,0.133164
10,m1097,35,31,-0.591427,0.461839,-0.993623,-1,-0.171522,-1,1,-1,-0.992800
10,m1098,3441,3701,0.092475,0.138326,0.006452,-1,0.861183,-1,0.763453,-1,1
10,m1099,302,600,-0.621196,0.102742,-0.946413,-1,-0.242731,-1,1,-1,-0.876302
11,m1100,232,452,-0.779945,0.016847,-0.682615,-1,-0.549141,-1,1,-1,-0.629434
11,m1101,135,262,-0.785872,0.581331,-0.962543,-1,-0.570985,-1,1,-1,-0.938306
11,m1102,24,52,-0.814666,-0.244000,-0.971666,-1,-0.629333,-1,1,-1,-0.933332
11,m1103,199,330,-0.817268,0.326933,-0.948375,-1,-0.634678,-1,1,-1,-0.902146
11,m1104,362,708,-0.717404,0.270483,-0.954808,-1,-0.465276,-1,1,-1,-0.897277
11,m1105,1550,3092,0.048663,-0.676534,-0.920945,-1,1,-1,-0.461086,-1,-0.847219
11,m1106,1902,4076,-0.183703,-0.716225,-0.939847,-1,1,-1,-0.429362,-1,-0.879203
11,m1107,1116,2199,-0.335253,-0.732503,-0.936658,-1,1,-1,-0.412109,-1,-0.839859
11,m1108,2186,3756,0.003682,-0.541066,-0.910133,-1,1,-1,0.068903,-1,-0.842281
11,m1109,1490,2891,-0.557096,0.338997,-0.861040,-1,0.181895,-1,1,-1,-0.721728
11,m1110,850,1687,-0.871494,0.519453,-0.549774,-1,-0.743733,-1,1,-1,-0.225611
11,m1111,523,1038,-0.685216,0.091711,-0.865947,-1,-0.094158,-1,1,-1,-0.713899
11,m1112,316,621,-0.575857,0.354108,-0.901234,-1,-0.143739,-1,1,-1,-0.803291
11,m1113,2042,4076,-0.870482,-0.896026,-0.384187,-1,-0.768836,-1,-0.788899,-1,1
11,m1114,1344,2356,-0.901084,-0.465666,-0.901140,-1,-0.802128,-1,1,-1,-0.802128
11,m1115,1327,2314,-0.885841,-0.471672,-0.885929,-1,-0.771682,-1,1,-1,-0.771682
11,m1116,1155,2234,-0.898922,0.396937,-0.912459,-1,-0.797834,-1,1,-1,-0.824918
11,m1117,1720,3424,-0.730948,-0.901957,-0.513706,-1,-0.482221,-1,-0.812834,-1,1
11,m1118,10676,20408,-0.006056,-0.764538,-0.429427,-1,1,-1,-0.565004,-1,0.056598
11,m1119,863,1550,0.000129,-0.625780,-0.641780,-1,1,-1,-0.254053,-1,0.663728
11,m1120,65722,129881,-0.000175,-0.650183,0.099649,-1,1,-1,-0.273606,-1,0.819240
11,m1121,1062,1913,-0.518025,-0.002293,-0.670554,-1,0.615259,-1,1,-1,-0.360528
11,m1122,6704,11577,-0.569869,-0.005934,-0.669296,-1,0.917305,-1,1,-1,-0.411539
11,m1123,1015,1756,-0.579702,0.000098,-0.761385,-1,0.416158,-1,1,-1,-0.382259
11,m1124,390,572,-0.472410,-0.000786,-0.742547,-1,0.280172,-1,1,-1,-0.545798
11,m1125,434,656,-0.388073,-0.000342,-0.775500,-1,0.629646,-1,1,-1,-0.475000
11,m1126,770,1316,-0.261584,0.000078,-0.835865,-1,0.606598,-1,1,-1,-0.555566
11,m1127,354,520,-0.392521,-0.000012,-0.815751,-1,0.654848,-1,1,-1,-0.590097
11,m1128,718,1232,-0.120933,-0.008306,-0.835567,-1,1,-1,0.983341,-1,-0.543261
11,m1129,3351,6272,0.000110,-0.672930,-0.002602,-1,1,-1,-0.323051,-1,0.420017
11,m1130,2303,4520,0.010403,-0.497931,0.093964,-1,1,-1,-0.085933,-1,0.632855
11,m1131,482,768,-0.316922,0.000158,-0.828683,-1,0.432880,-1,1,-1,-0.638459
11,m1132,882,1428,-0.293814,-0.000000,-0.812716,-1,0.468842,-1,1,-1,-0.611021
11,m1133,624,1024,-0.479214,0.000130,-0.650589,-1,0.567888,-1,1,-1,-0.397438
11,m1134,338,512,-0.583305,0.000155,-0.892617,-1,0.089238,-1,1,-1,-0.688000
11,m1135,264,360,-0.421187,0.000199,-0.854769,-1,0.096646,-1,1,-1,-0.671480
11,m1136,904,1628,-0.635359,0.000062,-0.812350,-1,0.124438,-1,1,-1,-0.561404
11,m1137,408,524,-0.688595,-0.001956,-0.822472,-1,-0.080036,-1,1,-1,-0.632383
11,m1138,2050,3586,-0.278217,-0.045204,-0.674866,-1,1,-1,0.912258,-1,-0.234938
11,m1139,2920,4234,-0.397386,-0.000317,-0.746370,-1,0.310387,-1,1,-1,-0.474981
11,m1140,13908,27087,0.000644,-0.505604,0.288843,-1,1,-1,-0.235227,-1,0.730968
11,m1141,11819,23138,-0.000181,-0.584426,-0.008354,-1,1,-1,-0.398223,-1,0.252695
11,m1142,1322,2498,-0.000177,-0.804849,-0.484283,-1,1,-1,-0.585600,-1,0.035996
11,m1143,3336,6574,-0.641662,0.000078,-0.832172,-1,0.009463,-1,1,-1,-0.611131
11,m1144,3627,6736,-0.004553,-0.652649,-0.667623,-1,1,-1,0.456634,-1,-0.439360
11,m1145,37637,73748,-0.265714,-0.753026,-0.166533,-1,0.469480,-1,-0.466291,-1,1
11,m1146,1700,3016,-0.091168,-0.857816,0.075436,-1,0.817600,-1,-0.374400,-1,1
11,m1147,1149,2320,0.110970,-0.816864,-0.095076,-1,1,-1,-0.355137,-1,0.809836
11,m1148,6233,11365,-0.080466,-0.867083,0.092151,-1,0.843191,-1,-0.447419,-1,1
11,m1149,3003,5874,0.277788,-0.824530,-0.218356,-1,1,-1,-0.409192,-1,0.566941
11,m1150,622,1228,-0.243941,-0.887723,-0.051675,-1,0.512118,-1,-0.628973,-1,1
11,m1151,858,1660,0.000033,-0.875280,0.144779,-1,1,-1,-0.489775,-1,0.947008
11,m1152,3726,6881,-0.058315,-0.868703,0.208063,-1,0.889377,-1,-0.181390,-1,1
11,m1153,743,1478,-0.193788,-0.792820,0.046951,-1,0.613200,-1,-0.285333,-1,1
11,m1154,520,1000,-0.132324,-0.915447,0.122370,-1,0.736333,-1,-0.454440,-1,1
11,m1155,3680,5798,-0.166609,-0.830549,-0.408913,-1,0.666579,-1,-0.571539,-1,1
11,m1156,1335,2472,-0.000003,-0.866963,-0.217777,-1,1,-1,-0.604358,-1,0.699164
11,m1157,1264,2088,0.207627,-0.285569,-0.894508,-1,1,-1,0.428863,-1,-0.661406
11,m1158,336,608,-0.061064,-0.587754,-0.006446,-1,0.860158,-1,-0.096853,-1,1
11,m1159,3726,6881,-0.058315,-0.868703,0.208063,-1,0.889377,-1,-0.181390,-1,1
11,m1160,13575,24430,0.000003,-0.868128,-0.030256,-1,1,-1,-0.555568,-1,0.401444
11,m1161,1486,1692,-0.046147,-0.848362,-0.118147,-1,0.908612,-1,-0.366021,-1,1
11,m1162,2960,5706,-0.151772,-0.007612,-0.871417,-1,0.696455,-1,1,-1,-0.476091
11,m1163,1014,2778,-0.046176,-0.890707,0.223812,-1,0.907440,-1,-0.415265,-1,1
11,m1164,272,620,-0.092857,-0.893551,-0.108990,-1,0.814286,-1,-0.514286,-1,1
11,m1165,448,768,-0.017701,-0.189704,-0.865404,-1,1,-1,0.620175,-1,-0.480335
11,m1166,349,772,-0.108624,-0.858302,-0.022287,-1,0.782751,-1,-0.522055,-1,1
11,m1167,2838,3992,-0.289905,-0.760049,-0.123313,-1,0.416362,-1,-0.455823,-1,1
11,m1168,500,1106,-0.328925,-0.890764,0.164511,-1,0.318682,-1,-0.538461,-1,1
11,m1169,1198,2237,-0.328414,-0.841183,-0.043368,-1,0.344111,-1,-0.401051,-1,1
11,m1170,4427,7591,-0.433283,-0.834708,-0.224179,-1,0.133533,-1,-0.545004,-1,1
11,m1171,3110,5622,0.060631,-0.769537,-0.243368,-1,1,-1,-0.461604,-1,0.497644
11,m1172,1965,4928,0.216158,-0.215012,-0.860151,-1,1,-1,0.569882,-1,-0.623105
11,m1173,2572,4856,0.045707,-0.194568,-0.830549,-1,1,-1,0.610865,-1,-0.502023
11,m1174,281,552,-0.486449,-0.903309,0.249530,-1,0.027103,-1,-0.594604,-1,1
11,m1175,2344,4592,-0.324805,-0.879166,-0.143564,-1,0.347911,-1,-0.376103,-1,1
11,m1176,213,642,-0.176750,-0.904344,0.012221,-1,0.641876,-1,-0.588286,-1,1
11,m1177,507,1010,-0.131464,-0.813191,0.207675,-1,0.752175,-1,-0.404891,-1,1
11,m1178,258,572,-0.533333,-0.860194,0.110431,-1,-0.066667,-1,-0.601112,-1,1
11,m1179,1203,2082,-0.382422,-0.896873,-0.058013,-1,0.230036,-1,-0.594223,-1,1
11,m1180,531,1058,-0.334895,-0.873050,-0.234770,-1,0.330208,-1,-0.564825,-1,1
11,m1181,412,816,-0.237656,-0.862145,0.136329,-1,0.524653,-1,-0.549811,-1,1
11,m1182,179,354,0.008628,-0.042324,-0.832816,-1,0.947669,-1,1,-1,-0.529787
11,m1183,520,780,0.178304,-0.155877,-0.847505,-1,1,-1,0.688246,-1,-0.583878
11,m1184,182,382,-0.489286,-0.760217,-0.000059,-1,0.021429,-1,-0.434524,-1,1
11,m1185,152,338,-0.531035,-0.836815,0.127422,-1,-0.062070,-1,-0.531034,-1,1
11,m1186,729,1454,-0.505829,0.053517,-0.811582,-1,-0.011537,-1,1,-1,-0.534859
11,m1187,299,596,-0.333333,-0.862530,0.097260,-1,0.333333,-1,-0.487179,-1,1
11,m1188,279,538,-0.204630,-0.881307,0.054562,-1,0.605166,-1,-0.473221,-1,1
11,m1189,247,578,-0.331190,-0.876939,0.139602,-1,0.337621,-1,-0.543409,-1,1
11,m1190,142,318,-0.306733,-0.850069,-0.129863,-1,0.386533,-1,-0.374897,-1,1
11,m1191,1295,2444,0.000004,-0.298796,-0.869923,-1,1,-1,0.821305,-1,-0.681558
11,m1192,242,517,-0.000810,-0.885056,-0.025822,-1,1,-1,-0.669724,-1,0.869265
11,m1193,1020,2030,-0.477385,-0.922069,-0.289621,-1,0.045067,-1,-0.607661,-1,1
11,m1194,757,1188,-0.119070,-0.236444,-0.869657,-1,1,-1,0.527112,-1,-0.522983
11,m1195,340,460,0.176752,-0.251623,-0.843888,-1,1,-1,0.496210,-1,-0.553396
11,m1196,523,804,0.200884,-0.314286,-0.885975,-1,1,-1,0.371429,-1,-0.572333
11,m1197,235,484,-0.304762,-0.864815,0.129050,-1,0.390476,-1,-0.528571,-1,1
11,m1198,224,462,-0.326849,-0.897892,-0.035141,-1,0.347154,-1,-0.549427,-1,1
11,m1199,602,1146,0.111894,-0.901009,-0.439476,-1,1,-1,-0.586981,-1,0.121469
12,m1200,197,450,-0.516458,-0.877375,0.020702,-1,-0.034272,-1,-0.420187,-1,1
12,m1201,6769,11310,0.128997,-0.312839,-0.616596,-1,1,-1,0.374234,-1,-0.374606
12,m1202,688,1332,-0.430452,-0.860829,-0.172955,-1,0.139063,-1,-0.560653,-1,1
12,m1203,438,874,-0.508337,0.328773,-0.801081,-1,-0.016674,-1,1,-1,-0.465674
12,m1204,277,588,-0.324503,-0.808904,0.164984,-1,0.350994,-1,-0.350994,-1,1
12,m1205,369,556,0.173094,-0.210996,-0.826896,-1,1,-1,0.577463,-1,-0.595895
12,m1206,99,134,-0.029048,-0.863105,-0.261447,-1,0.944828,-1,-0.448276,-1,1
12,m1207,412,669,0.406587,-0.860305,-0.619305,-1,1,-1,-0.739726,-1,-0.246575
12,m1208,308,519,-0.300923,-0.859714,-0.050119,-1,0.460202,-1,-0.591895,-1,1
12,m1209,244,480,0.000730,-0.848952,0.000914,-1,0.919263,-1,-0.473293,-1,1
12,m1210,577,1145,-0.337661,-0.886445,-0.327272,-1,0.374442,-1,-0.576895,-1,1
12,m1211,486,852,0.146677,-0.853597,0.010110,-1,0.880206,-1,-0.383632,-1,1
12,m1212,1173,2513,-0.368261,-0.838461,-0.146684,-1,0.264371,-1,-0.382729,-1,1
12,m1213,254,504,-0.544149,-0.932505,-0.297490,-1,-0.089200,-1,-0.682632,-1,1
12,m1214,887,1752,-0.371020,-0.904818,-0.127624,-1,0.258162,-1,-0.583950,-1,1
12,m1215,162,308,-0.860603,-0.294731,0.227523,-1,-0.543874,-1,0.410343,-1,1
12,m1216,879,1754,-0.321197,-0.878242,-0.003006,-1,0.357606,-1,-0.586581,-1,1
12,m1217,305,594,-0.387810,-0.866120,0.126390,-1,0.224368,-1,-0.477495,-1,1
12,m1218,274,400,-0.296675,-0.890527,-0.173613,-1,0.406118,-1,-0.575773,-1,1
12,m1219,185,364,-0.908073,-0.261936,0.092765,-1,-0.678339,-1,0.478918,-1,1
12,m1220,437,862,-0.317443,-0.898985,0.201271,-1,0.365116,-1,-0.564897,-1,1
12,m1221,372,688,0.609949,-0.136382,-0.836713,-1,1,-1,0.729554,-1,-0.591286
12,m1222,332,612,0.490826,-0.088567,-0.425469,-1,1,-1,0.832202,-1,-0.244699
12,m1223,1117,2230,-0.304622,-0.915047,-0.108060,-1,0.390775,-1,-0.598783,-1,1
12,m1224,559,944,0.118714,-0.566648,-0.929807,-1,1,-1,-0.133333,-1,-0.705333
12,m1225,183,340,0.065173,-0.255907,-0.896838,-1,1,-1,0.487006,-1,-0.673383
12,m1226,161,318,0.037415,-0.886030,-0.494992,-1,1,-1,-0.516227,-1,0.009219
12,m1227,265,324,0.265487,-0.217206,-0.904935,-1,1,-1,0.565269,-1,-0.718053
12,m1228,329,368,0.423043,-0.283488,-0.911084,-1,1,-1,0.432798,-1,-0.696190
12,m1229,3388,6422,-0.499226,-0.237301,-0.923223,-1,0.002720,-1,1,-1,-0.578857
12,m1230,2360,4325,-0.168636,-0.378989,-0.837305,-1,1,-1,0.242019,-1,-0.397265
12,m1231,79,132,-0.357146,-0.883596,-0.228542,-1,0.285707,-1,-0.642853,-1,1
12,m1232,203,418,-0.027027,-0.854001,-0.332171,-1,0.945945,-1,-0.542343,-1,1
12,m1233,233,516,-0.486842,-0.852321,-0.010617,-1,0.026316,-1,-0.500000,-1,1
12,m1234,236,492,-0.128123,-0.843425,-0.183482,-1,0.741935,-1,-0.558065,-1,1
12,m1235,193,376,-0.000000,-0.829442,0.234050,-1,1,-1,-0.549884,-1,0.944316
12,m1236,396,828,-0.325998,-0.896586,0.235397,-1,0.342773,-1,-0.591741,-1,1
12,m1237,212,480,-0.000000,-0.833220,0.005323,-1,1,-1,-0.402337,-1,0.919867
12,m1238,196,396,-0.491709,-0.851469,-0.039882,-1,0.016583,-1,-0.531084,-1,1
12,m1239,428,676,0.196931,-0.217538,-0.853986,-1,1,-1,0.564924,-1,-0.531011
12,m1240,182,378,-0.119048,-0.759655,-0.016621,-1,0.761905,-1,-0.434524,-1,1
12,m1241,480,720,0.220010,-0.285214,-0.877287,-1,1,-1,0.429166,-1,-0.497350
12,m1242,380,608,0.185884,-0.400975,-0.923034,-1,1,-1,0.198050,-1,-0.566926
12,m1243,282,596,-0.313400,-0.860599,0.079899,-1,0.373200,-1,-0.529347,-1,1
12,m1244,186,442,-0.385185,-0.902828,0.028857,-1,0.229629,-1,-0.444444,-1,1
12,m1245,215,426,-0.000000,-0.883905,-0.379004,-1,1,-1,-0.393905,-1,0.524918
12,m1246,366,784,-0.172131,-0.871236,-0.035085,-1,0.655737,-1,-0.352459,-1,1
12,m1247,777,1546,-0.307493,-0.809258,0.135569,-1,0.380067,-1,-0.339057,-1,1
12,m1248,296,558,0.326922,-0.815372,-0.358741,-1,1,-1,-0.234558,-1,0.283956
12,m1249,310,616,0.405234,-0.362706,-0.802791,-1,1,-1,0.274587,-1,-0.250175
12,m1250,2539,4970,-0.075396,-0.823576,-0.001804,-1,0.789274,-1,-0.577147,-1,1
12,m1251,1198,2237,-0.328414,-0.841183,-0.043368,-1,0.344111,-1,-0.401051,-1,1
12,m1252,3072,4854,0.121209,-0.392538,-0.884467,-1,1,-1,0.219707,-1,-0.548512
12,m1253,348,476,0.158282,-0.273073,-0.864829,-1,1,-1,0.453341,-1,-0.566194
12,m1254,46686,88241,-0.808763,-0.017811,-0.062799,-1,-0.467899,-1,1,-1,0.873366
12,m1255,3167,6441,0.223454,-0.841883,-0.492181,-1,1,-1,-0.533211,-1,0.016568
12,m1256,9398,18363,-0.525989,-0.892752,0.227362,-1,-0.047082,-1,-0.764720,-1,1
12,m1257,8812,17370,-0.520939,-0.230894,-0.873033,-1,-0.047082,-1,1,-1,-0.764720
12,m1258,2178,3588,-0.290481,-0.758595,-0.099414,-1,0.416362,-1,-0.455823,-1,1
12,m1259,6769,11310,0.128997,-0.312839,-0.616596,-1,1,-1,0.374234,-1,-0.374606
12,m1260,6906,14563,-0.115079,-0.744343,-0.391900,-1,1,-1,-0.329236,-1,0.196977
12,m1261,431,652,0.281271,-0.268073,-0.859305,-1,1,-1,0.463114,-1,-0.528097
12,m1262,646,1032,0.190183,-0.336662,-0.879596,-1,1,-1,0.326208,-1,-0.572937
12,m1263,1244,2092,0.236161,-0.059970,-0.847670,-1,1,-1,0.880183,-1,-0.476497
12,m1264,1144,1996,-0.135434,0.000072,-0.833052,-1,0.752162,-1,1,-1,-0.530381
12,m1265,423,680,0.380452,-0.860925,-0.618898,-1,1,-1,-0.737846,-1,-0.245387
12,m1266,3408,5808,0.005679,-0.304725,-0.897275,-1,1,-1,0.390552,-1,-0.629787
12,m1267,230,335,0.221906,-0.071865,-0.856711,-1,1,-1,0.855674,-1,-0.656495
12,m1268,240,376,-0.571051,0.000219,-0.909015,-1,0.150587,-1,1,-1,-0.830467
12,m1269,230,272,-0.493461,0.000114,-0.957265,-1,0.059619,-1,1,-1,-0.836465
12,m1270,295,452,-0.535821,0.000151,-0.940704,-1,-0.107886,-1,1,-1,-0.779726
12,m1271,328,524,-0.631287,0.000127,-0.887763,-1,-0.106642,-1,1,-1,-0.696882
12,m1272,6627,11580,-0.540779,0.006051,-0.826978,-1,0.457074,-1,1,-1,-0.756206
12,m1273,475,924,0.000216,-0.442117,-0.847350,-1,1,-1,0.100352,-1,-0.740133
12,m1274,426,684,-0.433926,0.000144,-0.880205,-1,0.319229,-1,1,-1,-0.723335
12,m1275,204,272,-0.446531,0.000279,-0.827434,-1,0.114274,-1,1,-1,-0.680011
12,m1276,236,256,-0.565109,0.000111,-0.960136,-1,-0.144550,-1,1,-1,-0.825552
12,m1277,2239,4224,-0.638263,-0.000000,-0.981454,-1,-0.043515,-1,1,-1,-0.808823
12,m1278,2304,4344,-0.634353,0.000029,-0.932410,-1,-0.065503,-1,1,-1,-0.735371
12,m1279,734,1204,-0.379028,0.000325,-0.911491,-1,-0.094383,-1,1,-1,-0.714411
12,m1280,249,324,-0.586094,-0.004475,-0.909167,-1,-0.109992,-1,1,-1,-0.764465
12,m1281,415,692,-0.651897,-0.000423,-0.942628,-1,0.127907,-1,1,-1,-0.819825
12,m1282,368,608,-0.446468,-0.000000,-0.931365,-1,0.399781,-1,1,-1,-0.786389
12,m1283,275,368,-0.468031,-0.000000,-0.847477,-1,0.089581,-1,1,-1,-0.651003
12,m1284,6334,11608,-0.646325,-0.873810,0.000243,-1,-0.117853,-1,-0.704627,-1,1
12,m1285,802,1408,-0.736107,-0.718450,0.015916,-1,-0.244501,-1,-0.309503,-1,1
12,m1286,334,428,-0.379921,0.000160,-0.930376,-1,0.178667,-1,1,-1,-0.760000
12,m1287,714,1188,-0.579864,0.000063,-0.947985,-1,-0.066366,-1,1,-1,-0.808775
12,m1288,1502,2674,-0.388163,0.000000,-0.774515,-1,0.401909,-1,1,-1,-0.545903
12,m1289,5078,9746,-0.349104,0.000013,-0.797240,-1,0.455297,-1,1,-1,-0.555945
12,m1290,279,372,-0.589986,0.000191,-0.934787,-1,-0.041613,-1,1,-1,-0.773497
12,m1291,272,444,-0.408027,0.000452,-0.868142,-1,0.237756,-1,1,-1,-0.661539
12,m1292,2911,5036,-0.320808,-0.002095,-0.805952,-1,0.361000,-1,1,-1,-0.609150
12,m1293,906,1540,-0.692248,0.000727,-0.672176,-1,0.352941,-1,1,-1,-0.587025
12,m1294,257,352,-0.605839,-0.000754,-0.904992,-1,-0.127621,-1,1,-1,-0.820968
12,m1295,204,244,-0.525122,0.000226,-0.977287,-1,0.000069,-1,1,-1,-0.907837
12,m1296,250,408,-0.378439,-0.000000,-0.920504,-1,0.070577,-1,1,-1,-0.779324
12,m1297,640,1044,-0.803798,0.000071,-0.967429,-1,-0.419949,-1,1,-1,-0.907058
12,m1298,301,542,-0.261834,-0.823625,0.070735,-1,0.476918,-1,-0.389337,-1,1
12,m1299,210,264,-0.355874,-0.395421,0.115390,-1,0.278490,-1,0.182737,-1,1
13,m1300,39,76,-0.264718,-0.918026,-0.087691,-1,0.470562,-1,-0.686781,-1,1
13,m1301,74,144,-0.343137,-0.884208,-0.086897,-1,0.313726,-1,-0.764705,-1,1
13,m1302,1058,1882,-0.803569,-0.728447,0.069470,-1,-0.606558,-1,-0.442623,-1,1
13,m1303,234,401,-0.157819,-0.650558,-0.285714,-1,1,-1,-0.351735,-1,0.428571
13,m1304,1066,2094,-0.747880,-0.578943,0.133675,-1,-0.491566,-1,-0.266798,-1,1
13,m1305,7105,14168,0.054425,-0.726912,-0.856086,-1,1,-1,-0.481901,-1,-0.701718
13,m1306,8547,17806,-0.230908,-0.704729,0.275218,-1,0.530446,-1,-0.398238,-1,1
13,m1307,18454,34708,-0.259565,-0.837021,0.328901,-1,0.534642,-1,-0.343288,-1,1
13,m1308,58392,116777,-0.145125,-0.768950,0.093706,-1,0.874389,-1,-0.523632,-1,1
13,m1309,2046,3460,0.290515,-0.755979,-0.334380,-1,1,-1,-0.499952,-1,0.321021
13,m1310,1362,2668,-0.194073,-0.775886,0.406659,-1,0.577937,-1,-0.422590,-1,1
13,m1311,1006,2008,-0.112321,-0.778778,-0.158275,-1,0.740798,-1,-0.616358,-1,1
13,m1312,222,368,-0.005098,-0.732446,-0.263347,-1,1,-1,-0.397379,-1,0.715141
13,m1313,1610,2952,-0.342435,-0.000185,-0.735848,-1,0.660013,-1,1,-1,-0.439684
13,m1314,1644,2996,-0.327651,-0.218393,-0.624770,-1,1,-1,0.564208,-1,-0.228634
13,m1315,510,844,-0.310513,0.000162,-0.844687,-1,0.531044,-1,1,-1,-0.576307
13,m1316,396,682,-0.051849,-0.414809,-0.755123,-1,1,-1,0.170213,-1,-0.508962
13,m1317,1176,2060,-0.130468,-0.321992,-0.877230,-1,1,-1,0.356457,-1,-0.580899
13,m1318,1162,2056,-0.352252,-0.227207,-0.872102,-1,1,-1,0.545537,-1,-0.525657
13,m1319,598,1004,-0.453913,-0.000554,-0.849810,-1,0.395232,-1,1,-1,-0.676726
13,m1320,7818,14166,-0.218168,-0.686818,0.267726,-1,0.553080,-1,-0.394598,-1,1
13,m1321,2752,5138,-0.325358,-0.729455,0.248434,-1,0.334657,-1,-0.463661,-1,1
13,m1322,675,1270,-0.123524,0.023214,-0.666763,-1,0.754686,-1,1,-1,-0.441181
13,m1323,6136,10670,-0.149452,-0.443130,0.111228,-1,0.636349,-1,-0.052754,-1,1
13,m1324,50904,98664,-0.000287,-0.678316,-0.099572,-1,1,-1,-0.234181,-1,0.789465
13,m1325,1545,2438,-0.147975,0.123816,-0.810293,-1,0.710996,-1,1,-1,-0.421636
13,m1326,1545,2709,-0.137560,-0.807496,-0.138422,-1,1,-1,-0.413747,-1,0.716103
13,m1327,7851,14167,-0.218128,-0.267091,-0.686436,-1,0.553078,-1,1,-1,-0.394613
13,m1328,3218,6448,-0.056837,-0.759876,-0.190343,-1,1,-1,-0.381227,-1,0.609223
13,m1329,665,1243,-0.190102,-0.379569,-0.063805,-1,0.604482,-1,0.156935,-1,1
13,m1330,294,578,-0.794904,-0.822458,-0.124632,-1,-0.584061,-1,-0.523522,-1,1
13,m1331,51,51,-0.056403,-0.685273,-0.250552,-1,1,-1,-0.456074,-1,0.519758
13,m1332,496,923,-0.261963,-0.809139,-0.162837,-1,0.482789,-1,-0.376876,-1,1
13,m1333,439,900,-0.166811,-0.824791,-0.127411,-1,0.665139,-1,-0.477863,-1,1
13,m1334,267,524,-0.166844,-0.831701,-0.027215,-1,0.664293,-1,-0.479145,-1,1
13,m1335,321,626,-0.361426,-0.834934,-0.063767,-1,0.277147,-1,-0.469206,-1,1
13,m1336,1201,2319,-0.229464,-0.725239,-0.080469,-1,0.506149,-1,-0.450204,-1,1
13,m1337,201,340,-0.088286,0.033468,-0.091348,-1,0.819440,-1,1,-1,0.819440
13,m1338,8761,16960,-0.042293,0.104917,-0.040133,-1,0.911701,-1,1,-1,0.921897
13,m1339,1878,6173,-0.393705,-0.309490,-0.365955,-1,0.225415,-1,1,-1,0.266973
13,m1340,778,1457,-0.640969,-0.396483,-0.644447,-1,-0.278556,-1,1,-1,-0.278549
13,m1341,425,824,-0.626619,-0.223027,-0.626762,-1,-0.253526,-1,1,-1,-0.253526
13,m1342,1252,2305,-0.315701,-0.560348,-0.403875,-1,0.234920,-1,1,-1,0.230232
13,m1343,178,344,-0.277979,-0.030365,-0.277979,-1,0.444044,-1,1,-1,0.444044
13,m1344,1093,1930,-0.315664,-0.441829,-0.317051,-1,0.366524,-1,1,-1,0.366526
13,m1345,3174,6000,-0.393583,0.189468,-0.393533,-1,0.213215,-1,1,-1,0.213215
13,m1346,742,1375,-0.696817,-0.669177,-0.090607,-1,-0.374571,-1,-0.305842,-1,1
13,m1347,3055,6274,-0.698321,-0.745317,0.074724,-1,-0.395608,-1,-0.168672,-1,1
13,m1348,795,1382,-0.697398,-0.682816,-0.082763,-1,-0.375383,-1,-0.305352,-1,1
13,m1349,432,640,-0.029829,-0.768844,-0.737661,-1,1,-1,-0.241678,-1,-0.476531
13,m1350,1097,1976,-0.244459,-0.719667,-0.897763,-1,1,-1,-0.439333,-1,-0.410480
13,m1351,12987,24466,-0.807054,-0.871901,-0.378302,-1,-0.614105,-1,-0.591067,-1,1
13,m1352,3298,6348,-0.066032,-0.660679,-0.676541,-1,1,-1,-0.259701,-1,-0.352377
