directory,filename,nrVertices,nrFaces,avgX,avgY,AvgZ,minX,maxX,minY,maxY,minZ,maxZ
12,m1244,20001,20158,0.000000,0.000000,0.000000,-0.376410,0.623590,-0.308755,0.305730,-0.038534,0.236008
12,m1245,20000,20211,0.000000,0.000000,0.000000,-0.420815,0.375854,-0.500256,0.499745,-0.088890,0.167345
12,m1246,20001,20330,0.000000,0.000000,0.000000,-0.461164,0.538836,-0.410067,0.416562,-0.073704,0.228923
12,m1247,20001,20770,0.000000,0.000000,0.000000,-0.430932,0.569068,-0.335448,0.334001,-0.069820,0.181856
12,m1248,20000,20220,0.000000,0.000000,0.000000,-0.420691,0.579309,-0.313698,0.313811,-0.078556,0.278753
12,m1249,20002,20308,0.000000,0.000000,0.000000,-0.384308,0.615692,-0.317681,0.312688,-0.076097,0.289055
12,m1250,20002,22433,0.000000,0.000000,0.000000,-0.442174,0.469375,-0.499763,0.500237,-0.096027,0.102275
12,m1251,20002,20283,0.000000,0.000000,0.000000,-0.328208,0.671792,-0.339503,0.331341,-0.131360,0.155235
12,m1252,20001,21783,0.000000,0.000000,0.000000,-0.423306,0.576694,-0.304888,0.304923,-0.058027,0.167464
12,m1253,20001,20115,0.000000,0.000000,0.000000,-0.374116,0.625884,-0.364569,0.362875,-0.060176,0.162610
12,m1255,20000,22585,0.000000,0.000000,0.000000,-0.340192,0.659808,-0.253501,0.254509,-0.080943,0.151689
12,m1256,20000,27834,0.000000,0.000000,0.000000,-0.407172,0.592828,-0.238970,0.237232,-0.048510,0.065368
12,m1257,20002,28079,0.000000,0.000000,0.000000,-0.399083,0.600917,-0.236710,0.239547,-0.048797,0.064690
12,m1258,20001,20845,0.000000,0.000000,0.000000,-0.378355,0.621645,-0.353949,0.354163,-0.107887,0.157728
12,m1259,20002,24249,0.000000,0.000000,0.000000,-0.496510,0.503490,-0.340698,0.346208,-0.187036,0.129967
12,m1260,20001,25630,0.000000,0.000000,0.000000,-0.417712,0.582288,-0.304120,0.288417,-0.126716,0.194672
12,m1261,20000,20221,0.000000,0.000000,0.000000,-0.353423,0.646577,-0.365443,0.365564,-0.065877,0.157821
12,m1262,20002,20374,0.000000,0.000000,0.000000,-0.345382,0.654618,-0.325353,0.336674,-0.065002,0.144420
12,m1263,20000,20848,0.000000,0.000000,0.000000,-0.327914,0.672086,-0.470018,0.470268,-0.054986,0.185565
12,m1264,20002,20854,0.000000,0.000000,0.000000,-0.358682,0.516996,-0.500022,0.499978,-0.065075,0.158057
12,m1265,20001,19999,0.000000,0.000000,0.000000,-0.250850,0.749150,-0.193490,0.183472,-0.046708,0.087426
12,m1266,20001,22401,0.000000,0.000000,0.000000,-0.489750,0.510250,-0.347625,0.347695,-0.055615,0.129326
12,m1267,20000,20062,0.000000,0.000000,0.000000,-0.531944,0.468056,-0.462145,0.463317,-0.063589,0.106546
12,m1268,20001,20122,0.000000,0.000000,0.000000,-0.498622,0.501378,-0.199573,0.372362,-0.021302,0.075851
12,m1269,20000,20028,0.000000,0.000000,0.000000,-0.498706,0.501294,-0.193995,0.336872,-0.019288,0.056108
12,m1270,20002,20145,0.000000,0.000000,0.000000,-0.498791,0.501209,-0.201334,0.244694,-0.033516,0.074568
12,m1271,20002,20170,0.000000,0.000000,0.000000,-0.487742,0.512258,-0.190388,0.280218,-0.044008,0.046742
12,m1272,20001,24838,0.000000,0.000000,0.000000,-0.499718,0.500282,-0.217085,0.513754,-0.020870,0.087181
12,m1273,20002,20334,0.000000,0.000000,0.000000,-0.494949,0.505051,-0.223861,0.331435,-0.047418,0.066206
12,m1274,20001,20238,0.000000,0.000000,0.000000,-0.498026,0.501975,-0.280998,0.366116,-0.093055,0.098387
12,m1275,20001,20054,0.000000,0.000000,0.000000,-0.495655,0.504345,-0.239863,0.302205,-0.089604,0.112927
12,m1276,20000,20020,0.000000,0.000000,0.000000,-0.498507,0.501493,-0.178896,0.250026,-0.021276,0.062565
12,m1277,20002,21959,0.000000,0.000000,0.000000,-0.490586,0.509414,-0.204310,0.279419,-0.055308,0.035427
12,m1278,20001,22041,0.000000,0.000000,0.000000,-0.499999,0.500001,-0.186481,0.280038,-0.057335,0.045158
12,m1279,20000,20456,0.000000,0.000000,0.000000,-0.497180,0.502820,-0.145927,0.305229,-0.065317,0.083958
12,m1280,20001,20062,0.000000,0.000000,0.000000,-0.500916,0.499084,-0.162965,0.292109,-0.046037,0.064830
12,m1281,20002,20251,0.000000,0.000000,0.000000,-0.487529,0.512471,-0.235646,0.332082,-0.033923,0.059182
12,m1282,20000,20210,0.000000,0.000000,0.000000,-0.480610,0.519390,-0.267512,0.431945,-0.038534,0.059069
12,m1283,20000,20078,0.000000,0.000000,0.000000,-0.498669,0.501331,-0.225628,0.334555,-0.070223,0.069769
12,m1284,20002,25210,0.000000,0.000000,0.000000,-0.499518,0.500482,-0.133172,0.310479,-0.051748,0.085270
12,m1285,20002,20596,0.000000,0.000000,0.000000,-0.507596,0.492404,-0.147150,0.216548,-0.028703,0.043737
12,m1286,20002,20066,0.000000,0.000000,0.000000,-0.459236,0.540764,-0.268077,0.347606,-0.034864,0.069152
12,m1287,20001,20445,0.000000,0.000000,0.000000,-0.456787,0.543213,-0.233249,0.238179,-0.030263,0.059234
12,m1288,20000,21158,0.000000,0.000000,0.000000,-0.498541,0.501459,-0.324669,0.388427,-0.092403,0.122333
12,m1289,20000,24634,0.000000,0.000000,0.000000,-0.296862,0.431373,-0.500214,0.499786,-0.113236,0.112669
12,m1290,20001,20080,0.000000,0.000000,0.000000,-0.493045,0.506955,-0.195137,0.295727,-0.025887,0.081458
12,m1291,20000,20120,0.000000,0.000000,0.000000,-0.479686,0.520314,-0.282971,0.342023,-0.106922,0.093254
12,m1292,20002,22127,0.000000,0.000000,0.000000,-0.499414,0.500586,-0.325198,0.356074,-0.093128,0.102363
12,m1293,20001,20595,0.000000,0.000000,0.000000,-0.462495,0.537505,-0.219925,0.458329,-0.041679,0.164817
12,m1294,20000,20081,0.000000,0.000000,0.000000,-0.489254,0.510746,-0.214219,0.222892,-0.045559,0.044000
12,m1295,20001,20013,0.000000,0.000000,0.000000,-0.466448,0.533552,-0.258969,0.246823,-0.011595,0.034420
12,m1296,20002,20132,0.000000,0.000000,0.000000,-0.476339,0.523661,-0.214160,0.320485,-0.047885,0.064278
12,m1297,20002,20406,0.000000,0.000000,0.000000,-0.499959,0.500041,-0.143589,0.146462,-0.014241,0.032606
12,m1298,20002,20243,0.000000,0.000000,0.000000,-0.365135,0.634865,-0.364992,0.371118,-0.118618,0.177500
12,m1299,20001,20046,0.000000,0.000000,0.000000,-0.451176,0.548824,-0.336844,0.336217,-0.050088,0.096926
13,m1300,20001,20016,0.000000,0.000000,0.000000,-0.495403,0.504597,-0.342564,0.391685,-0.031509,0.133473
13,m1301,20000,20070,0.000000,0.000000,0.000000,-0.465271,0.534729,-0.321336,0.335085,-0.031787,0.085949
13,m1302,20000,20698,0.000000,0.000000,0.000000,-0.481667,0.518333,-0.133154,0.178398,-0.099545,0.099167
13,m1303,20001,20159,0.000000,0.000000,0.000000,-0.401238,0.598762,-0.360350,0.361324,-0.134992,0.202036
13,m1304,20002,21022,0.000000,0.000000,0.000000,-0.416028,0.583972,-0.221304,0.231446,-0.129107,0.129666
13,m1305,20002,27065,0.000000,0.000000,0.000000,-0.475524,0.524476,-0.118956,0.166635,-0.074793,0.075978
13,m1306,20001,28253,0.000000,0.000000,0.000000,-0.380921,0.619079,-0.156464,0.364527,-0.172294,0.351492
13,m1307,20002,36220,0.000000,0.000000,0.000000,-0.340565,0.659435,-0.394241,0.372095,-0.105113,0.185805
13,m1308,20000,39981,0.000000,0.000000,0.000000,-0.434450,0.565550,-0.510597,0.427620,-0.092228,0.120209
13,m1309,20001,20269,0.000000,0.000000,0.000000,-0.409185,0.590815,-0.163645,0.263105,-0.146193,0.258213
13,m1310,20001,21307,0.000000,0.000000,0.000000,-0.411448,0.588552,-0.401705,0.383846,-0.103109,0.127142
13,m1311,20002,21004,0.000000,0.000000,0.000000,-0.501741,0.498259,-0.437247,0.433098,-0.084302,0.112421
13,m1312,20001,20147,0.000000,0.000000,0.000000,-0.331011,0.533627,-0.498365,0.501635,-0.127940,0.172975
13,m1313,20000,21312,0.000000,0.000000,0.000000,-0.314738,0.538169,-0.494582,0.505418,-0.136559,0.151955
13,m1314,20001,21309,0.000000,0.000000,0.000000,-0.327691,0.672309,-0.391440,0.392584,-0.189375,0.199139
13,m1315,20001,20305,0.000000,0.000000,0.000000,-0.356365,0.418204,-0.502686,0.497314,-0.082389,0.118062
13,m1316,20001,20225,0.000000,0.000000,0.000000,-0.496512,0.503488,-0.285910,0.303709,-0.105654,0.156339
13,m1317,20001,20885,0.000000,0.000000,0.000000,-0.432180,0.567820,-0.335916,0.336074,-0.076563,0.096640
13,m1318,20002,20882,0.000000,0.000000,0.000000,-0.413191,0.586809,-0.377186,0.390881,-0.078843,0.103439
13,m1319,20002,20394,0.000000,0.000000,0.000000,-0.235994,0.467456,-0.518813,0.481187,-0.096024,0.103129
13,m1320,20001,26349,0.000000,0.000000,0.000000,-0.396386,0.603614,-0.154200,0.360618,-0.187098,0.359669
13,m1321,20002,22352,0.000000,0.000000,0.000000,-0.488519,0.511481,-0.329662,0.337647,-0.119411,0.148505
13,m1322,20001,20596,0.000000,0.000000,0.000000,-0.511371,0.488629,-0.438351,0.437712,-0.077734,0.183353
13,m1323,20002,24126,0.000000,0.000000,0.000000,-0.461713,0.538287,-0.395335,0.415203,-0.158001,0.356992
13,m1324,20000,36346,0.000000,0.000000,0.000000,-0.444327,0.436220,-0.178501,0.259278,-0.499292,0.500708
13,m1325,20001,20765,0.000000,0.000000,0.000000,-0.506897,0.493103,-0.430236,0.427139,-0.130628,0.128360
13,m1326,20001,20779,0.000000,0.000000,0.000000,-0.509146,0.490854,-0.434374,0.427006,-0.123360,0.149220
13,m1327,20001,26317,0.000000,0.000000,0.000000,-0.395610,0.604390,-0.154330,0.360081,-0.187512,0.359357
13,m1328,20000,23230,0.000000,0.000000,0.000000,-0.477930,0.522070,-0.402481,0.395517,-0.103555,0.123921
13,m1329,20000,20577,0.000000,0.000000,0.000000,-0.441289,0.558711,-0.236334,0.367935,-0.356151,0.423685
13,m1330,20001,20260,0.000000,0.000000,0.000000,-0.470942,0.529058,-0.107381,0.130962,-0.103890,0.104419
13,m1331,20001,19991,0.000000,0.000000,0.000000,-0.398960,0.601040,-0.381663,0.395405,-0.079799,0.195082
13,m1332,20002,20416,0.000000,0.000000,0.000000,-0.489701,0.510299,-0.293754,0.381634,-0.118316,0.269944
13,m1333,20002,20415,0.000000,0.000000,0.000000,-0.442582,0.557418,-0.422898,0.411786,-0.092893,0.166181
13,m1334,20001,20235,0.000000,0.000000,0.000000,-0.451081,0.548918,-0.419375,0.433667,-0.092508,0.171575
13,m1335,20001,20243,0.000000,0.000000,0.000000,-0.429079,0.570921,-0.384562,0.285909,-0.089645,0.161881
13,m1336,20002,21120,0.000000,0.000000,0.000000,-0.418141,0.581859,-0.385029,0.368485,-0.142164,0.159483
13,m1337,20001,20140,0.000000,0.000000,0.000000,-0.412873,0.587127,-0.460494,0.457684,-0.457907,0.456942
13,m1338,20002,28201,0.000000,0.000000,0.000000,-0.406251,0.593749,-0.478159,0.478464,-0.475487,0.476452
13,m1339,20001,21529,0.000000,0.000000,0.000000,-0.468017,0.531983,-0.316658,0.316796,-0.305847,0.307071
13,m1340,20002,20132,0.000000,0.000000,0.000000,-0.288677,0.711323,-0.179617,0.179794,-0.169123,0.190264
13,m1341,20000,20399,0.000000,0.000000,0.000000,-0.339732,0.660268,-0.185594,0.185615,-0.185596,0.185613
13,m1342,20002,21050,0.000000,0.000000,0.000000,-0.449549,0.550451,-0.308404,0.319686,-0.300573,0.312976
13,m1343,20002,20168,0.000000,0.000000,0.000000,-0.520507,0.479493,-0.360238,0.360752,-0.361316,0.359636
13,m1344,20002,20823,0.000000,0.000000,0.000000,-0.363086,0.636914,-0.344144,0.344078,-0.340836,0.347375
13,m1345,20001,22805,0.000000,0.000000,0.000000,-0.323343,0.676658,-0.288974,0.289756,-0.289151,0.289578
13,m1346,20002,20635,0.000000,0.000000,0.000000,-0.518369,0.481631,-0.158479,0.190602,-0.148270,0.158876
13,m1347,20002,22875,0.000000,0.000000,0.000000,-0.500010,0.499990,-0.201797,0.213696,-0.151162,0.150432
13,m1348,20001,20588,0.000000,0.000000,0.000000,-0.478301,0.521699,-0.161097,0.185970,-0.151120,0.161137
13,m1349,20001,20209,0.000000,0.000000,0.000000,-0.523678,0.476322,-0.154923,0.202953,-0.129122,0.131549
13,m1350,20000,20851,0.000000,0.000000,0.000000,-0.482948,0.517052,-0.148231,0.153664,-0.140470,0.138914
13,m1351,20001,31480,0.000000,0.000000,0.000000,-0.356110,0.643890,-0.096458,0.096403,-0.075528,0.126703
13,m1352,20002,22215,0.000000,0.000000,0.000000,-0.506031,0.493969,-0.196394,0.174532,-0.161866,0.162026
13,m1353,20001,21915,0.000000,0.000000,0.000000,-0.470110,0.529890,-0.240981,0.236833,-0.090025,0.164498
13,m1354,20001,25645,0.000000,0.000000,0.000000,-0.351507,0.648493,-0.251112,0.252411,-0.095711,0.172285
13,m1355,20000,25564,0.000000,0.000000,0.000000,-0.503733,0.496267,-0.217416,0.219994,-0.078159,0.163395
13,m1356,20000,21338,0.000000,0.000000,0.000000,-0.527910,0.472090,-0.392122,0.392217,-0.057526,0.079688
13,m1357,20002,15904,0.000000,0.000000,0.000000,-0.511611,0.488389,-0.209464,0.210559,-0.043909,0.106580
13,m1358,20000,20393,0.000000,0.000000,0.000000,-0.406216,0.593784,-0.225879,0.226282,-0.073558,0.143091
13,m1359,20002,20234,0.000000,0.000000,0.000000,-0.459894,0.540106,-0.239365,0.234610,-0.165313,0.191672
13,m1360,20001,20746,0.000000,0.000000,0.000000,-0.536433,0.463567,-0.219919,0.217532,-0.098894,0.105275
13,m1361,20001,20971,0.000000,0.000000,0.000000,-0.459692,0.540308,-0.425745,0.432055,-0.074998,0.095832
13,m1362,20000,29244,0.000000,0.000000,0.000000,-0.495025,0.504975,-0.365931,0.365880,-0.072305,0.102524
13,m1363,20000,25277,0.000000,0.000000,0.000000,-0.503790,0.496210,-0.385257,0.385611,-0.092022,0.150510
13,m1364,20001,29234,0.000000,0.000000,0.000000,-0.451274,0.548726,-0.401919,0.223465,-0.085133,0.161727
13,m1365,20002,20442,0.000000,0.000000,0.000000,-0.444399,0.555601,-0.381599,0.379192,-0.074930,0.098515
13,m1366,20002,20501,0.000000,0.000000,0.000000,-0.392593,0.607407,-0.236482,0.240532,-0.111794,0.148240
13,m1368,31275,59746,0.000000,0.000000,0.000000,-0.387051,0.612949,-0.176149,0.177259,-0.028341,0.089731
13,m1369,20000,20716,0.000000,0.000000,0.000000,-0.462159,0.537841,-0.200173,0.200794,-0.100196,0.099613
13,m1370,20000,21369,0.000000,0.000000,0.000000,-0.408696,0.591304,-0.214395,0.213799,-0.080377,0.160549
13,m1371,20002,20862,0.000000,0.000000,0.000000,-0.379620,0.620380,-0.207182,0.209560,-0.061807,0.151862
13,m1372,20001,22959,0.000000,0.000000,0.000000,-0.547470,0.452530,-0.380097,0.377756,-0.054730,0.093078
13,m1373,20000,25464,0.000000,0.000000,0.000000,-0.394187,0.605813,-0.232597,0.233436,-0.090207,0.175523
13,m1374,20002,26885,0.000000,0.000000,0.000000,-0.449501,0.550499,-0.189838,0.186398,-0.044408,0.098483
13,m1375,20000,21594,0.000000,0.000000,0.000000,-0.428254,0.571746,-0.406439,0.423145,-0.177978,0.227356
13,m1376,20000,20459,0.000000,0.000000,0.000000,-0.411923,0.588077,-0.120025,0.120000,-0.064928,0.088749
13,m1377,21167,31222,0.000000,0.000000,0.000000,-0.493436,0.506564,-0.500272,0.499724,-0.136558,0.086549
13,m1378,20002,21567,0.000000,0.000000,0.000000,-0.499619,0.500381,-0.499423,0.500577,-0.036486,0.096218
13,m1379,20002,20720,0.000000,0.000000,0.000000,-0.499869,0.500131,-0.497995,0.501991,-0.029117,0.064243
13,m1380,20002,29072,0.000000,0.000000,0.000000,-0.499007,0.500967,-0.494860,0.505140,-0.192271,0.188541
13,m1381,20000,33812,0.000000,0.000000,0.000000,-0.477060,0.522940,-0.500600,0.499380,-0.234967,0.215139
13,m1382,20002,26982,0.000000,0.000000,0.000000,-0.505350,0.494650,-0.492764,0.507225,-0.146084,0.127161
13,m1383,20002,16704,0.000000,0.000000,0.000000,-0.502121,0.497879,-0.502202,0.497798,-0.105208,0.122906
13,m1384,20002,23642,0.000000,0.000000,0.000000,-0.499235,0.500765,-0.494243,0.500823,-0.086414,0.089663
13,m1385,20000,29519,0.000000,0.000000,0.000000,-0.501884,0.498114,-0.499659,0.500341,-0.087898,0.216132
13,m1386,20001,21624,0.000000,0.000000,0.000000,-0.500403,0.499598,-0.468711,0.469689,-0.194227,0.156410
13,m1387,20001,20222,0.000000,0.000000,0.000000,-0.498204,0.501796,-0.499083,0.500917,-0.109403,0.154256
13,m1388,20000,20358,0.000000,0.000000,0.000000,-0.382801,0.617199,-0.358487,0.324000,-0.465206,0.506091
13,m1389,20000,20355,0.000000,0.000000,0.000000,-0.467719,0.461908,-0.503399,0.496601,-0.197368,0.243435
13,m1390,20001,20997,0.000000,0.000000,0.000000,-0.502095,0.497905,-0.088206,0.110904,-0.074277,0.124855
13,m1391,20001,21341,0.000000,0.000000,0.000000,-0.499620,0.500380,-0.187911,0.190715,-0.109297,0.171189
13,m1392,20001,30645,0.000000,0.000000,0.000000,-0.499310,0.500690,-0.254759,0.323022,-0.321262,0.319344
13,m1393,20001,20731,0.000000,0.000000,0.000000,-0.585847,0.414153,-0.337090,0.337657,-0.113473,0.224123
13,m1394,20002,28467,0.000000,0.000000,0.000000,-0.499094,0.500906,-0.221616,0.141020,-0.114211,0.158126
13,m1395,20000,20370,0.000000,0.000000,0.000000,-0.442098,0.557902,-0.308795,0.308138,-0.072870,0.276972
13,m1396,20001,21004,0.000000,0.000000,0.000000,-0.417148,0.582852,-0.310488,0.316681,-0.088108,0.275924
13,m1397,20000,28607,0.000000,0.000000,0.000000,-0.350096,0.649904,-0.357931,0.357599,-0.106344,0.274922
13,m1398,20001,24054,0.000000,0.000000,0.000000,-0.429603,0.570397,-0.350554,0.353298,-0.131289,0.370018
13,m1399,20001,20171,0.000000,0.000000,0.000000,-0.408157,0.591843,-0.404615,0.315701,-0.157640,0.240371
14,m1400,20002,21641,0.000000,0.000000,0.000000,-0.385553,0.614447,-0.313779,0.312284,-0.075735,0.284812
14,m1401,20000,33601,0.000000,0.000000,0.000000,-0.378888,0.385493,-0.504442,0.495558,-0.425520,0.422604
14,m1402,20000,20018,0.000000,0.000000,0.000000,-0.390788,0.442112,-0.467859,0.532141,-0.380237,0.400046
14,m1403,20000,20692,0.000000,0.000000,0.000000,-0.499614,0.500386,-0.427477,0.447962,-0.314278,0.314690
14,m1404,20000,37175,0.000000,0.000000,0.000000,-0.396247,0.603753,-0.311680,0.300885,-0.226000,0.216960
14,m1405,20000,20152,0.000000,0.000000,0.000000,-0.318511,0.500553,-0.503609,0.496391,-0.396176,0.452359
14,m1406,20002,20147,0.000000,0.000000,0.000000,-0.239970,0.279441,-0.223881,0.776119,-0.097136,0.117522
14,m1407,20001,22912,0.000000,0.000000,0.000000,-0.268792,0.731208,-0.416589,0.418599,-0.122450,0.128402
14,m1408,20001,21193,0.000000,0.000000,0.000000,-0.424135,0.424575,-0.296492,0.703508,-0.170487,0.173236
14,m1409,20002,19878,0.000000,0.000000,0.000000,-0.340200,0.659799,-0.518034,0.453075,-0.112405,0.115611
14,m1410,20002,23472,0.000000,0.000000,0.000000,-0.422787,0.422519,-0.354085,0.645915,-0.115692,0.136529
14,m1411,20000,20554,0.000000,0.000000,0.000000,-0.400279,0.599721,-0.193467,0.199194,-0.146462,0.140826
14,m1412,20001,22252,0.000000,0.000000,0.000000,-0.638566,0.361434,-0.169716,0.173023,-0.097022,0.196773
14,m1413,20001,20234,0.000000,0.000000,0.000000,-0.466433,0.533567,-0.229759,0.233292,-0.220438,0.214769
14,m1414,20000,24430,0.000000,0.000000,0.000000,-0.381829,0.618171,-0.223872,0.224729,-0.211364,0.145456
14,m1415,20002,26090,0.000000,0.000000,0.000000,-0.591218,0.408782,-0.183422,0.182704,-0.168285,0.125948
14,m1416,20000,29860,0.000000,0.000000,0.000000,-0.453679,0.546321,-0.267257,0.267565,-0.138643,0.155767
14,m1417,20002,28277,0.000000,0.000000,0.000000,-0.478869,0.521131,-0.367375,0.383435,-0.196903,0.274436
14,m1418,20001,20265,0.000000,0.000000,0.000000,-0.411140,0.588860,-0.270285,0.280937,-0.141868,0.225151
14,m1419,20002,22084,0.000000,0.000000,0.000000,-0.474103,0.525897,-0.252884,0.253131,-0.091258,0.181307
14,m1420,20002,29423,0.000000,0.000000,0.000000,-0.485754,0.514246,-0.234071,0.223858,-0.260725,0.163116
14,m1421,20002,21714,0.000000,0.000000,0.000000,-0.477867,0.522133,-0.308984,0.309394,-0.183609,0.370263
14,m1422,20000,20425,0.000000,0.000000,0.000000,-0.346341,0.653659,-0.173096,0.177035,-0.136672,0.111032
14,m1423,20001,18671,0.000000,0.000000,0.000000,-0.374477,0.625523,-0.178159,0.182970,-0.104841,0.210861
14,m1424,20002,20486,0.000000,0.000000,0.000000,-0.413142,0.586858,-0.308110,0.308327,-0.113931,0.201725
14,m1425,20000,25883,0.000000,0.000000,0.000000,-0.622815,0.377185,-0.175869,0.176229,-0.127074,0.112751
14,m1426,20000,39475,0.000000,0.000000,0.000000,-0.462782,0.537218,-0.242731,0.239945,-0.116343,0.274420
14,m1427,20002,20271,0.000000,0.000000,0.000000,-0.513249,0.486751,-0.081685,0.083375,-0.043582,0.176191
14,m1428,20002,20204,0.000000,0.000000,0.000000,-0.488589,0.511411,-0.063821,0.063929,-0.050584,0.182847
14,m1429,20000,20217,0.000000,0.000000,0.000000,-0.491671,0.508329,-0.056186,0.056902,-0.052879,0.248255
14,m1430,20001,20216,0.000000,0.000000,0.000000,-0.456068,0.543932,-0.044678,0.317363,-0.059163,0.061389
14,m1431,20000,20208,0.000000,0.000000,0.000000,-0.490009,0.509991,-0.078860,0.081001,-0.055810,0.270216
14,m1432,20001,20204,0.000000,0.000000,0.000000,-0.472950,0.527050,-0.049528,0.049819,-0.051013,0.206361
14,m1433,20000,20253,0.000000,0.000000,0.000000,-0.488089,0.511911,-0.089078,0.090386,-0.064741,0.251948
14,m1434,20001,20478,0.000000,0.000000,0.000000,-0.447140,0.552859,-0.222416,0.242141,-0.157122,0.104674
14,m1435,20000,20600,0.000000,0.000000,0.000000,-0.400131,0.599869,-0.127236,0.279191,-0.101921,0.102547
14,m1436,20001,21635,0.000000,0.000000,0.000000,-0.482417,0.517583,-0.069427,0.133931,-0.072907,0.071022
14,m1437,20002,20246,0.000000,0.000000,0.000000,-0.461988,0.538012,-0.042389,0.235474,-0.051993,0.057957
14,m1438,20002,21111,0.000000,0.000000,0.000000,-0.476805,0.523195,-0.087775,0.097685,-0.080035,0.091616
14,m1439,20000,20420,0.000000,0.000000,0.000000,-0.493085,0.506915,-0.079615,0.177979,-0.051322,0.051511
14,m1440,20001,21704,0.000000,0.000000,0.000000,-0.388767,0.611233,-0.128542,0.134735,-0.116730,0.075996
14,m1441,20001,20899,0.000000,0.000000,0.000000,-0.509050,0.490950,-0.121810,0.307417,-0.112656,0.113445
14,m1442,20002,25695,0.000000,0.000000,0.000000,-0.383508,0.616492,-0.203161,0.106293,-0.074793,0.074731
14,m1444,20000,25471,0.000000,0.000000,0.000000,-0.512353,0.487647,-0.139600,0.328832,-0.106722,0.110722
14,m1445,20001,23473,0.000000,0.000000,0.000000,-0.442357,0.557643,-0.113234,0.114149,-0.054205,0.080345
14,m1446,20000,24380,0.000000,0.000000,0.000000,-0.489460,0.510540,-0.087335,0.141055,-0.070831,0.071709
14,m1447,20001,22761,0.000000,0.000000,0.000000,-0.551025,0.448975,-0.099543,0.063143,-0.050781,0.051215
14,m1448,20000,20106,0.000000,0.000000,0.000000,-0.366733,0.633267,-0.276969,0.378149,-0.081510,0.086833
14,m1449,20001,20331,0.000000,0.000000,0.000000,-0.474529,0.525471,-0.282369,0.555939,-0.105505,0.107938
14,m1450,20000,20027,0.000000,0.000000,0.000000,-0.501569,0.498431,-0.125833,0.730960,-0.113344,0.112773
14,m1451,20002,20725,0.000000,0.000000,0.000000,-0.413916,0.586084,-0.376699,0.317534,-0.082436,0.082754
14,m1452,20000,20676,0.000000,0.000000,0.000000,-0.307366,0.692634,-0.288791,0.314543,-0.059942,0.079883
14,m1453,20000,27876,0.000000,0.000000,0.000000,-0.393347,0.606653,-0.320285,0.395006,-0.218321,0.225453
14,m1454,20002,20275,0.000000,0.000000,0.000000,-0.455388,0.544612,-0.484950,0.507017,-0.347425,0.344971
14,m1455,20000,20262,0.000000,0.000000,0.000000,-0.489909,0.510091,-0.221702,0.487357,-0.192835,0.190611
14,m1456,20000,20385,0.000000,0.000000,0.000000,-0.417637,0.434600,-0.295151,0.704849,-0.120643,0.120734
14,m1457,20000,22134,0.000000,0.000000,0.000000,-0.527243,0.472757,-0.243022,0.359398,-0.176310,0.182625
14,m1458,20002,22187,0.000000,0.000000,0.000000,-0.486853,0.513147,-0.357943,0.504724,-0.254536,0.265445
14,m1459,20002,20202,0.000000,0.000000,0.000000,-0.554061,0.445939,-0.194619,0.384177,-0.242148,0.529760
14,m1460,20000,24588,0.000000,0.000000,0.000000,-0.506562,0.493438,-0.140068,0.382085,-0.340438,0.346627
14,m1461,20002,27692,0.000000,0.000000,0.000000,-0.444977,0.555023,-0.363530,0.365308,-0.087741,0.427783
14,m1462,20000,24580,0.000000,0.000000,0.000000,-0.510615,0.489385,-0.182538,0.370896,-0.287439,0.298428
14,m1463,20000,20603,0.000000,0.000000,0.000000,-0.470322,0.529678,-0.049317,0.097509,-0.051413,0.051271
14,m1464,20000,22657,0.000000,0.000000,0.000000,-0.503181,0.496820,-0.116438,0.220844,-0.083122,0.088274
14,m1465,20000,23534,0.000000,0.000000,0.000000,-0.503555,0.496445,-0.060080,0.147864,-0.050353,0.049745
14,m1466,20002,28948,0.000000,0.000000,0.000000,-0.437563,0.562437,-0.081641,0.122924,-0.074606,0.078750
14,m1467,20002,20504,0.000000,0.000000,0.000000,-0.505729,0.494271,-0.073342,0.209500,-0.070676,0.070940
14,m1468,20000,20202,0.000000,0.000000,0.000000,-0.474982,0.525018,-0.106848,0.105980,-0.084859,0.081449
14,m1469,20000,21452,0.000000,0.000000,0.000000,-0.502650,0.497350,-0.082716,0.182910,-0.054860,0.054867
14,m1470,20002,20115,0.000000,0.000000,0.000000,-0.490572,0.509428,-0.050883,0.093188,-0.055636,0.056910
14,m1471,20001,21042,0.000000,0.000000,0.000000,-0.491228,0.508772,-0.224686,0.225107,-0.114393,0.240884
14,m1472,20000,20296,0.000000,0.000000,0.000000,-0.477187,0.522813,-0.296944,0.375108,-0.205938,0.200900
14,m1473,20000,21744,0.000000,0.000000,0.000000,-0.516275,0.483725,-0.315599,0.301111,-0.150909,0.154994
14,m1474,20001,21623,0.000000,0.000000,0.000000,-0.532542,0.467458,-0.352622,0.351613,-0.110188,0.110737
14,m1475,20002,25576,0.000000,0.000000,0.000000,-0.475149,0.524851,-0.282069,0.313883,-0.112946,0.108364
14,m1476,20002,20482,0.000000,0.000000,0.000000,-0.492345,0.507655,-0.258083,0.332574,-0.145007,0.144794
14,m1477,20000,39091,0.000000,0.000000,0.000000,-0.559806,0.440194,-0.320086,0.475485,-0.187250,0.210630
14,m1478,20001,21640,0.000000,0.000000,0.000000,-0.487627,0.512373,-0.266909,0.383822,-0.095595,0.109325
